Matchday,Home Team,Away Team,Player In,Player Out,Time,Stoppage
31,Everton,West Bromwich Albion,Victor Anichebe,Tim Cahill,62,
31,Everton,West Bromwich Albion,Graham Dorrans,Paul Scharner,67,
31,Everton,West Bromwich Albion,Marc-Antoine Fortuné,Somen Tchoyi,73,
31,Everton,West Bromwich Albion,Simon Cox,Chris Brunt,77,
31,Everton,West Bromwich Albion,James McFadden,Nikica Jelavić,87,
31,Fulham,Norwich City,Alexander Kačaniklić,Pavel Pogrebnyak,35,
31,Fulham,Norwich City,Simeon Jackson,Zak Whitbread,46,
31,Fulham,Norwich City,Aaron Wilbraham,Steve Morison,68,
31,Fulham,Norwich City,Mahamadou Diarra,Danny Murphy,71,
31,Fulham,Norwich City,Dickson Etuhu,Bryan Ruiz,82,
31,Fulham,Norwich City,Elliott Bennett,David Fox,84,
31,Manchester City,Sunderland,Adam Johnson,Micah Richards,46,
31,Manchester City,Sunderland,Carlos Tevez,David Silva,58,
31,Manchester City,Sunderland,David Pizarro,James Milner,81,
31,Manchester City,Sunderland,Sotirios Kyrgiakos,Matthew Kilgallon,81,
31,Manchester City,Sunderland,David Vaughan,Lee Cattermole,90,3
31,Newcastle United,Liverpool,Dan Gosling,Danny Guthrie,65,
31,Newcastle United,Liverpool,Shola Ameobi,Papiss Demba Cissé,74,
31,Newcastle United,Liverpool,Stewart Downing,Jonjo Shelvey,75,
31,Newcastle United,Liverpool,Dirk Kuyt,Andy Carroll,79,
31,Newcastle United,Liverpool,Jordan Henderson,Craig Bellamy,79,
31,Newcastle United,Liverpool,Davide Santon,Hatem Ben Arfa,90,
31,Queens Park Rangers,Arsenal,Gervinho,Aaron Ramsey,69,
31,Queens Park Rangers,Arsenal,Marouane Chamakh,Kieran Gibbs,81,
31,Queens Park Rangers,Arsenal,Alex Oxlade-Chamberlain,Mikel Arteta,81,
31,Queens Park Rangers,Arsenal,Shaun Wright-Phillips,Bobby Zamora,90,1
31,Tottenham Hotspur,Swansea City,Aaron Lennon,Sandro,71,
31,Tottenham Hotspur,Swansea City,Nathan Dyer,Wayne Routledge,71,
31,Tottenham Hotspur,Swansea City,Luke Moore,Danny Graham,79,
31,Tottenham Hotspur,Swansea City,Jake Livermore,Rafael van der Vaart,85,
31,Tottenham Hotspur,Swansea City,Danny Rose,Benoît Assou-Ekotto,88,
31,Tottenham Hotspur,Swansea City,Mark Gower,Joe Allen,90,2
31,Wigan Athletic,Stoke City,Cameron Jerome,Matthew Etherington,49,
31,Wigan Athletic,Stoke City,Wilson Palacios,Jermaine Pennant,65,
31,Wigan Athletic,Stoke City,Ricardo Fuller,Jonathan Walters,65,
31,Wigan Athletic,Stoke City,Ben Watson,Shaun Maloney,70,
31,Wigan Athletic,Stoke City,Jordi Gómez,Franco Di Santo,81,
31,Wigan Athletic,Stoke City,Conor Sammon,Jean Beausejour,87,
31,Wolverhampton Wanderers,Bolton Wanderers,Kevin Davies,Ivan Klasnić,70,
31,Wolverhampton Wanderers,Bolton Wanderers,Chris Eagles,Ryo Miyaichi,77,
31,Wolverhampton Wanderers,Bolton Wanderers,Kevin Doyle,Sylvain Ebanks-Blake,81,
31,Wolverhampton Wanderers,Bolton Wanderers,Karl Henry,David Davis,87,
31,Wolverhampton Wanderers,Bolton Wanderers,Nenad Milijaš,David Edwards,87,
31,Wolverhampton Wanderers,Bolton Wanderers,Zat Knight,David Ngog,90,5
32,Arsenal,Manchester City,David Pizarro,Yaya Touré,17,
32,Arsenal,Manchester City,André Santos,Kieran Gibbs,56,
32,Arsenal,Manchester City,Aaron Ramsey,Yossi Benayoun,78,
32,Arsenal,Manchester City,Aleksandar Kolarov,Samir Nasri,79,
32,Arsenal,Manchester City,Carlos Tevez,Sergio Agüero,83,
32,Arsenal,Manchester City,Alex Oxlade-Chamberlain,Theo Walcott,85,
32,Bolton Wanderers,Fulham,Kevin Davies,Darren Pratley,46,
32,Bolton Wanderers,Fulham,Chris Eagles,Ryo Miyaichi,46,
32,Bolton Wanderers,Fulham,Ivan Klasnić,David Ngog,60,
32,Bolton Wanderers,Fulham,Dickson Etuhu,Bryan Ruiz,73,
32,Bolton Wanderers,Fulham,Kerim Frei,Damien Duff,83,
32,Bolton Wanderers,Fulham,Marcello Trotta,Alexander Kačaniklić,88,
32,Chelsea,Wigan Athletic,Fernando Torres,Florent Malouda,59,
32,Chelsea,Wigan Athletic,Mohamed Diamé,James McArthur,71,
32,Chelsea,Wigan Athletic,Ben Watson,Jean Beausejour,71,
32,Chelsea,Wigan Athletic,John Obi Mikel,Michael Essien,74,
32,Chelsea,Wigan Athletic,Conor Sammon,Franco Di Santo,79,
32,Chelsea,Wigan Athletic,Salomon Kalou,Daniel Sturridge,83,
32,Liverpool,Aston Villa,Gary Gardner,Emile Heskey,58,
32,Liverpool,Aston Villa,Craig Bellamy,Jonjo Shelvey,65,
32,Liverpool,Aston Villa,Andy Carroll,Stewart Downing,65,
32,Liverpool,Aston Villa,Andreas Weimann,Chris Herd,73,
32,Liverpool,Aston Villa,Daniel Agger,José Enrique,76,
32,Liverpool,Aston Villa,Samir Carruthers,Barry Bannan,86,
32,Manchester United,Queens Park Rangers,Ryan Giggs,Ashley Young,61,
32,Manchester United,Queens Park Rangers,Tommy Smith,Adel Taarabt,71,
32,Manchester United,Queens Park Rangers,Shaun Wright-Phillips,Samba Diakité,71,
32,Manchester United,Queens Park Rangers,Tom Cleverley,Paul Scholes,74,
32,Manchester United,Queens Park Rangers,Phil Jones,Rafael,74,
32,Manchester United,Queens Park Rangers,DJ Campbell,Jay Bothroyd,81,
32,Norwich City,Everton,Séamus Coleman,Magaye Gueye,46,
32,Norwich City,Everton,Marouane Fellaini,Philip Neville,56,
32,Norwich City,Everton,Aaron Wilbraham,David Fox,65,
32,Norwich City,Everton,Kyle Naughton,Adam Drury,75,
32,Norwich City,Everton,Victor Anichebe,Tim Cahill,81,
32,Norwich City,Everton,Andrew Crofts,Wes Hoolahan,90,2
32,Stoke City,Wolverhampton Wanderers,Cameron Jerome,Matthew Etherington,69,
32,Stoke City,Wolverhampton Wanderers,Kevin Doyle,Sylvain Ebanks-Blake,83,
32,Stoke City,Wolverhampton Wanderers,Wilson Palacios,Jermaine Pennant,86,
32,Stoke City,Wolverhampton Wanderers,David Davis,Karl Henry,86,
32,Stoke City,Wolverhampton Wanderers,Rory Delap,Peter Crouch,90,1
32,Sunderland,Tottenham Hotspur,Aaron Lennon,Sandro,65,
32,Sunderland,Tottenham Hotspur,David Vaughan,Lee Cattermole,76,
32,Sunderland,Tottenham Hotspur,Louis Saha,Emmanuel Adebayor,77,
32,Sunderland,Tottenham Hotspur,Kieran Richardson,Phillip Bardsley,80,
32,Sunderland,Tottenham Hotspur,Jermain Defoe,Rafael van der Vaart,83,
32,Swansea City,Newcastle United,Ryan Taylor,Cheick Tioté,46,
32,Swansea City,Newcastle United,Shane Ferguson,Demba Ba,59,
32,Swansea City,Newcastle United,Danny Graham,Luke Moore,66,
32,Swansea City,Newcastle United,Scott Sinclair,Nathan Dyer,66,
32,Swansea City,Newcastle United,Dan Gosling,Yohan Cabaye,73,
32,West Bromwich Albion,Blackburn Rovers,Mauro Formica,Jason Lowe,78,
32,West Bromwich Albion,Blackburn Rovers,Anthony Modeste,Morten Gamst Pedersen,78,
32,West Bromwich Albion,Blackburn Rovers,Simon Cox,Chris Brunt,82,
32,West Bromwich Albion,Blackburn Rovers,Paul Scharner,Graham Dorrans,87,
32,West Bromwich Albion,Blackburn Rovers,Shane Long,Marc-Antoine Fortuné,90,1
33,Aston Villa,Stoke City,Gary Gardner,Stephen Warnock,59,
33,Aston Villa,Stoke City,Peter Crouch,Kenwyne Jones,62,
33,Aston Villa,Stoke City,Jermaine Pennant,Matthew Etherington,62,
33,Aston Villa,Stoke City,Charles N'Zogbia,Barry Bannan,74,
33,Aston Villa,Stoke City,Ricardo Fuller,Rory Delap,81,
33,Aston Villa,Stoke City,Emile Heskey,Chris Herd,88,
33,Blackburn Rovers,Liverpool,Bradley Jones,Jon Flanagan,26,
33,Blackburn Rovers,Liverpool,Daniel Agger,Glen Johnson,53,
33,Blackburn Rovers,Liverpool,Rubén Rochina,Mauro Formica,73,
33,Blackburn Rovers,Liverpool,Jason Lowe,David Dunn,75,
33,Blackburn Rovers,Liverpool,José Enrique,Maxi Rodríguez,77,
33,Everton,Sunderland,Kieran Richardson,Phillip Bardsley,58,
33,Everton,Sunderland,Royston Drenthe,James McFadden,65,
33,Everton,Sunderland,Ji Dong-Won,Lee Cattermole,68,
33,Everton,Sunderland,Connor Wickham,David Vaughan,75,
33,Everton,Sunderland,Victor Anichebe,Marouane Fellaini,78,
33,Everton,Sunderland,Séamus Coleman,Philip Neville,83,
33,Fulham,Chelsea,Juan Mata,Raul Meireles,70,
33,Fulham,Chelsea,Dickson Etuhu,Danny Murphy,74,
33,Fulham,Chelsea,Orlando Sá,Mahamadou Diarra,81,
33,Fulham,Chelsea,Didier Drogba,Ramires,83,
33,Fulham,Chelsea,Alexander Kačaniklić,Kerim Frei,88,
33,Manchester City,West Bromwich Albion,Adam Johnson,Carlos Tevez,63,
33,Manchester City,West Bromwich Albion,Marc-Antoine Fortuné,Youssouf Mulumbu,68,
33,Manchester City,West Bromwich Albion,Edin Džeko,Sergio Agüero,74,
33,Manchester City,West Bromwich Albion,Somen Tchoyi,Graham Dorrans,78,
33,Manchester City,West Bromwich Albion,Pablo Zabaleta,David Silva,81,
33,Newcastle United,Bolton Wanderers,Shane Ferguson,James Perch,46,
33,Newcastle United,Bolton Wanderers,Shola Ameobi,Demba Ba,64,
33,Newcastle United,Bolton Wanderers,Ryo Miyaichi,Chris Eagles,78,
33,Newcastle United,Bolton Wanderers,David Ngog,Kevin Davies,78,
33,Newcastle United,Bolton Wanderers,Ivan Klasnić,Darren Pratley,82,
33,Newcastle United,Bolton Wanderers,Ryan Taylor,Hatem Ben Arfa,85,
33,Queens Park Rangers,Swansea City,Alan Tate,Neil Taylor,46,
33,Queens Park Rangers,Swansea City,Nathan Dyer,Wayne Routledge,46,
33,Queens Park Rangers,Swansea City,Luke Moore,Leon Britton,62,
33,Queens Park Rangers,Swansea City,Shaun Wright-Phillips,Jamie Mackie,77,
33,Queens Park Rangers,Swansea City,Jay Bothroyd,Bobby Zamora,78,
33,Queens Park Rangers,Swansea City,Tommy Smith,Adel Taarabt,88,
33,Tottenham Hotspur,Norwich City,Ryan Nelsen,Younes Kaboul,45,1
33,Tottenham Hotspur,Norwich City,Emmanuel Adebayor,Louis Saha,46,
33,Tottenham Hotspur,Norwich City,Steve Morison,Grant Holt,69,
33,Tottenham Hotspur,Norwich City,Rafael van der Vaart,Jake Livermore,71,
33,Tottenham Hotspur,Norwich City,Andrew Surman,Anthony Pilkington,72,
33,Tottenham Hotspur,Norwich City,Simeon Jackson,Aaron Wilbraham,79,
33,Wigan Athletic,Manchester United,Tom Cleverley,Ashley Young,46,
33,Wigan Athletic,Manchester United,Danny Welbeck,Javier Hernández,58,
33,Wigan Athletic,Manchester United,Nani,Wayne Rooney,65,
33,Wigan Athletic,Manchester United,Mohamed Diamé,Franco Di Santo,70,
33,Wigan Athletic,Manchester United,Conor Sammon,Shaun Maloney,77,
33,Wolverhampton Wanderers,Arsenal,Christophe Berra,David Davis,10,
33,Wolverhampton Wanderers,Arsenal,Nenad Milijaš,David Edwards,53,
33,Wolverhampton Wanderers,Arsenal,Alex Oxlade-Chamberlain,Theo Walcott,76,
33,Wolverhampton Wanderers,Arsenal,Steven Fletcher,Kevin Doyle,78,
33,Wolverhampton Wanderers,Arsenal,Carl Jenkinson,Bacary Sagna,84,
34,Arsenal,Wigan Athletic,Aaron Ramsey,Mikel Arteta,9,
34,Arsenal,Wigan Athletic,Gervinho,Yossi Benayoun,61,
34,Arsenal,Wigan Athletic,Alex Oxlade-Chamberlain,Johan Djourou,74,
34,Arsenal,Wigan Athletic,Conor Sammon,Franco Di Santo,75,
34,Arsenal,Wigan Athletic,Mohamed Diamé,Jordi Gómez,86,
34,Bolton Wanderers,Tottenham Hotspur,Ivan Klasnić,David Ngog,65,
34,Bolton Wanderers,Tottenham Hotspur,Joshua Vela,Nigel Reo-Coker,65,
34,Bolton Wanderers,Tottenham Hotspur,Jake Livermore,Rafael van der Vaart,79,
34,Bolton Wanderers,Tottenham Hotspur,Ryo Miyaichi,Chris Eagles,83,
34,Bolton Wanderers,Tottenham Hotspur,Louis Saha,Aaron Lennon,84,
34,Bolton Wanderers,Tottenham Hotspur,Ryan Nelsen,William Gallas,87,
34,Chelsea,Newcastle United,Juan Mata,Daniel Sturridge,46,
34,Chelsea,Newcastle United,Didier Drogba,Florent Malouda,60,
34,Chelsea,Newcastle United,Ryan Taylor,Cheick Tioté,63,
34,Chelsea,Newcastle United,Shola Ameobi,Demba Ba,74,
34,Chelsea,Newcastle United,Frank Lampard,Raul Meireles,78,
34,Chelsea,Newcastle United,Gabriel Obertan,Hatem Ben Arfa,87,
34,Liverpool,Fulham,Stewart Downing,Jordan Henderson,46,
34,Liverpool,Fulham,Kerim Frei,Alexander Kačaniklić,58,
34,Liverpool,Fulham,José Enrique,Fábio Aurélio,66,
34,Liverpool,Fulham,Raheem Sterling,Dirk Kuyt,76,
34,Liverpool,Fulham,Dickson Etuhu,Pavel Pogrebnyak,80,
34,Liverpool,Fulham,Chris Baird,Moussa Dembélé,87,
34,Manchester United,Aston Villa,Nani,Ashley Young,61,
34,Manchester United,Aston Villa,Emile Heskey,Ciaran Clark,64,
34,Manchester United,Aston Villa,Dimitar Berbatov,Wayne Rooney,74,
34,Manchester United,Aston Villa,Samir Carruthers,Stephen Ireland,75,
34,Manchester United,Aston Villa,Tom Cleverley,Paul Scholes,78,
34,Manchester United,Aston Villa,Charles N'Zogbia,Andreas Weimann,83,
34,Norwich City,Manchester City,Andrew Surman,Anthony Pilkington,46,
34,Norwich City,Manchester City,Wes Hoolahan,Bradley Johnson,46,
34,Norwich City,Manchester City,Yaya Touré,Samir Nasri,63,
34,Norwich City,Manchester City,Steve Morison,Aaron Wilbraham,68,
34,Norwich City,Manchester City,Adam Johnson,David Silva,76,
34,Norwich City,Manchester City,Micah Richards,Carlos Tevez,81,
34,Stoke City,Everton,Magaye Gueye,Victor Anichebe,22,
34,Stoke City,Everton,Ricardo Fuller,Jonathan Walters,67,
34,Stoke City,Everton,Cameron Jerome,Peter Crouch,67,
34,Stoke City,Everton,Glenn Whelan,Rory Delap,67,
34,Stoke City,Everton,Denis Stracqualursi,Magaye Gueye,79,
34,Stoke City,Everton,James McFadden,Leon Osman,89,
34,Sunderland,Wolverhampton Wanderers,Matthew Jarvis,Anthony Forde,61,
34,Sunderland,Wolverhampton Wanderers,David Edwards,Michael Kightly,76,
34,Sunderland,Wolverhampton Wanderers,Fraizer Campbell,Craig Gardner,78,
34,Sunderland,Wolverhampton Wanderers,Ronald Zubar,Kevin Foley,82,
34,Swansea City,Blackburn Rovers,Mauro Formica,Grant Hanley,46,
34,Swansea City,Blackburn Rovers,Anthony Modeste,Junior Hoilett,55,
34,Swansea City,Blackburn Rovers,David Goodwillie,Yakubu,61,
34,Swansea City,Blackburn Rovers,Mark Gower,Leon Britton,69,
34,Swansea City,Blackburn Rovers,Leroy Lita,Danny Graham,85,
34,Swansea City,Blackburn Rovers,Garry Monk,Àngel Rangel,89,
34,West Bromwich Albion,Queens Park Rangers,Shaun Wright-Phillips,Shaun Derry,56,
34,West Bromwich Albion,Queens Park Rangers,Shane Long,Marc-Antoine Fortuné,59,
34,West Bromwich Albion,Queens Park Rangers,Keith Andrews,Graham Dorrans,71,
34,West Bromwich Albion,Queens Park Rangers,Heiðar Helguson,Adel Taarabt,75,
34,West Bromwich Albion,Queens Park Rangers,Armand Traoré,Taye Taïwo,77,
34,West Bromwich Albion,Queens Park Rangers,Paul Scharner,Jerome Thomas,80,
35,Arsenal,Chelsea,Gervinho,Theo Walcott,60,
35,Arsenal,Chelsea,Vassiriki Abou Diaby,Tomáš Rosický,64,
35,Arsenal,Chelsea,John Obi Mikel,Oriol Romeu,66,
35,Arsenal,Chelsea,André Santos,Alex Oxlade-Chamberlain,69,
35,Arsenal,Chelsea,Juan Mata,Salomon Kalou,74,
35,Arsenal,Chelsea,Ashley Cole,Ryan Bertrand,77,
35,Aston Villa,Sunderland,Alan Hutton,James Collins,43,
35,Aston Villa,Sunderland,Emile Heskey,Gabriel Agbonlahor,48,
35,Aston Villa,Sunderland,Fraizer Campbell,Nicklas Bendtner,80,
35,Aston Villa,Sunderland,Barry Bannan,Charles N'Zogbia,83,
35,Blackburn Rovers,Norwich City,Steve Morison,James Vaughan,59,
35,Blackburn Rovers,Norwich City,Anthony Pilkington,Wes Hoolahan,59,
35,Blackburn Rovers,Norwich City,Martin Olsson,David Dunn,62,
35,Blackburn Rovers,Norwich City,Aaron Wilbraham,Grant Holt,66,
35,Blackburn Rovers,Norwich City,Anthony Modeste,Yakubu,76,
35,Blackburn Rovers,Norwich City,Radosav Petrović,Junior Hoilett,82,
35,Bolton Wanderers,Swansea City,Luke Moore,Nathan Dyer,29,
35,Bolton Wanderers,Swansea City,David Ngog,Ryo Miyaichi,65,
35,Bolton Wanderers,Swansea City,Leroy Lita,Danny Graham,79,
35,Bolton Wanderers,Swansea City,Ivan Klasnić,Kevin Davies,79,
35,Bolton Wanderers,Swansea City,Joshua Vela,Mark Davies,90,5
35,Fulham,Wigan Athletic,Conor Sammon,Franco Di Santo,33,
35,Fulham,Wigan Athletic,Shaun Maloney,Jordi Gómez,55,
35,Fulham,Wigan Athletic,Ben Watson,James McCarthy,75,
35,Fulham,Wigan Athletic,Kerim Frei,Danny Murphy,81,
35,Liverpool,West Bromwich Albion,Craig Bellamy,Dirk Kuyt,68,
35,Liverpool,West Bromwich Albion,Keith Andrews,Jerome Thomas,69,
35,Liverpool,West Bromwich Albion,Stewart Downing,Maxi Rodríguez,74,
35,Liverpool,West Bromwich Albion,Jonjo Shelvey,Jay Spearing,83,
35,Liverpool,West Bromwich Albion,Paul Scharner,Peter Odemwingie,83,
35,Liverpool,West Bromwich Albion,Simon Cox,Graham Dorrans,86,
35,Manchester United,Everton,James McFadden,Leon Osman,63,
35,Manchester United,Everton,Tim Cahill,Sylvain Distin,83,
35,Manchester United,Everton,Phil Jones,Paul Scholes,86,
35,Manchester United,Everton,Javier Hernández,Antonio Valencia,89,
35,Newcastle United,Stoke City,Dean Whitehead,Andy Wilkinson,32,
35,Newcastle United,Stoke City,Cameron Jerome,Wilson Palacios,55,
35,Newcastle United,Stoke City,James Perch,Yohan Cabaye,60,
35,Newcastle United,Stoke City,Shola Ameobi,Papiss Demba Cissé,69,
35,Newcastle United,Stoke City,Dan Gosling,Danny Simpson,82,
35,Queens Park Rangers,Tottenham Hotspur,Aaron Lennon,Sandro,46,
35,Queens Park Rangers,Tottenham Hotspur,Danny Rose,Benoît Assou-Ekotto,66,
35,Queens Park Rangers,Tottenham Hotspur,Ákos Buzsáky,Samba Diakité,69,
35,Queens Park Rangers,Tottenham Hotspur,Giovani dos Santos,Scott Parker,84,
35,Wolverhampton Wanderers,Manchester City,Nigel de Jong,David Silva,59,
35,Wolverhampton Wanderers,Manchester City,Kevin Doyle,David Edwards,61,
35,Wolverhampton Wanderers,Manchester City,Adam Johnson,Carlos Tevez,75,
35,Wolverhampton Wanderers,Manchester City,Christophe Berra,Sébastien Bassong,75,
35,Wolverhampton Wanderers,Manchester City,Sylvain Ebanks-Blake,Steven Fletcher,77,
35,Wolverhampton Wanderers,Manchester City,Kolo Touré,Samir Nasri,86,
36,Chelsea,Queens Park Rangers,Armand Traoré,Ákos Buzsáky,66,
36,Chelsea,Queens Park Rangers,Florent Malouda,Juan Mata,67,
36,Chelsea,Queens Park Rangers,Ramires,Salomon Kalou,73,
36,Chelsea,Queens Park Rangers,Shaun Wright-Phillips,Bobby Zamora,78,
36,Chelsea,Queens Park Rangers,Sam Hutchinson,José Bosingwa,81,
36,Everton,Fulham,Tim Cahill,Darron Gibson,46,
36,Everton,Fulham,Chris Baird,Philippe Senderos,46,
36,Everton,Fulham,Danny Murphy,Pavel Pogrebnyak,66,
36,Everton,Fulham,Ross Barkley,Marouane Fellaini,75,
36,Everton,Fulham,Dickson Etuhu,Mahamadou Diarra,82,
36,Everton,Fulham,Magaye Gueye,Steven Pienaar,83,
36,Manchester City,Manchester United,Danny Welbeck,Park Ji-Sung,58,
36,Manchester City,Manchester United,Nigel de Jong,Carlos Tevez,68,
36,Manchester City,Manchester United,Antonio Valencia,Paul Scholes,78,
36,Manchester City,Manchester United,Micah Richards,David Silva,82,
36,Manchester City,Manchester United,Ashley Young,Nani,83,
36,Manchester City,Manchester United,James Milner,Samir Nasri,90,3
36,Norwich City,Liverpool,Russell Martin,Adam Drury,12,
36,Norwich City,Liverpool,James Vaughan,David Fox,46,
36,Norwich City,Liverpool,Grant Holt,Steve Morison,76,
36,Norwich City,Liverpool,Dirk Kuyt,Luis Suárez,85,
36,Norwich City,Liverpool,Sebastián Coates,Steven Gerrard,85,
36,Stoke City,Arsenal,Matthew Upson,Ryan Shotton,55,
36,Stoke City,Arsenal,Vassiriki Abou Diaby,Aaron Ramsey,73,
36,Stoke City,Arsenal,Marouane Chamakh,Gervinho,78,
36,Stoke City,Arsenal,Cameron Jerome,Jermaine Pennant,78,
36,Stoke City,Arsenal,André Santos,Yossi Benayoun,83,
36,Stoke City,Arsenal,Rory Delap,Matthew Etherington,84,
36,Sunderland,Bolton Wanderers,Ryo Miyaichi,Chris Eagles,64,
36,Sunderland,Bolton Wanderers,Ivan Klasnić,David Ngog,64,
36,Sunderland,Bolton Wanderers,Ahmed Elmohamady,Fraizer Campbell,72,
36,Sunderland,Bolton Wanderers,Joshua Vela,Nigel Reo-Coker,78,
36,Sunderland,Bolton Wanderers,Wayne Bridge,Matthew Kilgallon,82,
36,Swansea City,Wolverhampton Wanderers,Neil Taylor,Andrea Orlandi,46,
36,Swansea City,Wolverhampton Wanderers,Stephen Hunt,Matthew Jarvis,72,
36,Swansea City,Wolverhampton Wanderers,Sylvain Ebanks-Blake,Steven Fletcher,76,
36,Swansea City,Wolverhampton Wanderers,Luke Moore,Danny Graham,82,
36,Tottenham Hotspur,Blackburn Rovers,Anthony Modeste,Yakubu,72,
36,Tottenham Hotspur,Blackburn Rovers,Giovani dos Santos,Aaron Lennon,84,
36,Tottenham Hotspur,Blackburn Rovers,David Goodwillie,David Dunn,84,
36,Tottenham Hotspur,Blackburn Rovers,Jake Livermore,Sandro,86,
36,Tottenham Hotspur,Blackburn Rovers,Jermain Defoe,Rafael van der Vaart,88,
36,West Bromwich Albion,Aston Villa,Marc-Antoine Fortuné,Shane Long,69,
36,West Bromwich Albion,Aston Villa,Gary Gardner,Charles N'Zogbia,74,
36,West Bromwich Albion,Aston Villa,Keith Andrews,Youssouf Mulumbu,79,
36,West Bromwich Albion,Aston Villa,Samir Carruthers,Ciaran Clark,90,
36,Wigan Athletic,Newcastle United,Conor Sammon,Franco Di Santo,68,
36,Wigan Athletic,Newcastle United,Ryan Taylor,Hatem Ben Arfa,73,
36,Wigan Athletic,Newcastle United,James Perch,Danny Simpson,81,
36,Wigan Athletic,Newcastle United,Jordi Gómez,Victor Moses,83,
36,Wigan Athletic,Newcastle United,Shane Ferguson,Yohan Cabaye,83,
37,Arsenal,Norwich City,Francis Coquelin,Bacary Sagna,33,
37,Arsenal,Norwich City,Alex Oxlade-Chamberlain,Aaron Ramsey,63,
37,Arsenal,Norwich City,Steve Morison,Simeon Jackson,69,
37,Arsenal,Norwich City,Marouane Chamakh,Yossi Benayoun,69,
37,Arsenal,Norwich City,Anthony Pilkington,Wes Hoolahan,74,
37,Arsenal,Norwich City,Aaron Wilbraham,Grant Holt,81,
37,Aston Villa,Tottenham Hotspur,Andreas Weimann,Emile Heskey,51,
37,Aston Villa,Tottenham Hotspur,James Collins,Alan Hutton,53,
37,Aston Villa,Tottenham Hotspur,Nathan Delfouneso,Andreas Weimann,70,
37,Aston Villa,Tottenham Hotspur,Scott Parker,Rafael van der Vaart,89,
37,Blackburn Rovers,Wigan Athletic,Marcus Olsson,David Dunn,44,
37,Blackburn Rovers,Wigan Athletic,Radosav Petrović,Gaël Givet,46,
37,Blackburn Rovers,Wigan Athletic,David Goodwillie,Bradley Orr,80,
37,Blackburn Rovers,Wigan Athletic,Conor Sammon,Franco Di Santo,85,
37,Bolton Wanderers,West Bromwich Albion,Zat Knight,David Wheater,46,
37,Bolton Wanderers,West Bromwich Albion,Ivan Klasnić,David Ngog,68,
37,Bolton Wanderers,West Bromwich Albion,James Morrison,Keith Andrews,74,
37,Bolton Wanderers,West Bromwich Albion,Paul Scharner,Youssouf Mulumbu,78,
37,Bolton Wanderers,West Bromwich Albion,Simon Cox,Graham Dorrans,81,
37,Bolton Wanderers,West Bromwich Albion,Lee Chung-Yong,Martin Petrov,81,
37,Fulham,Sunderland,Nicklas Bendtner,Ji Dong-Won,60,
37,Fulham,Sunderland,Fraizer Campbell,Matthew Kilgallon,70,
37,Fulham,Sunderland,Kerim Frei,Pavel Pogrebnyak,81,
37,Fulham,Sunderland,Chris Baird,Danny Murphy,84,
37,Liverpool,Chelsea,Romelu Lukaku,Daniel Sturridge,68,
37,Liverpool,Chelsea,Dirk Kuyt,Maxi Rodríguez,83,
37,Liverpool,Chelsea,Raheem Sterling,Stewart Downing,83,
37,Manchester United,Swansea City,Leon Britton,Mark Gower,46,
37,Manchester United,Swansea City,Tom Cleverley,Paul Scholes,68,
37,Manchester United,Swansea City,Luke Moore,Nathan Dyer,71,
37,Manchester United,Swansea City,Dimitar Berbatov,Wayne Rooney,78,
37,Manchester United,Swansea City,Rafael,Rio Ferdinand,88,
37,Manchester United,Swansea City,Alan Tate,Steven Caulker,90,
37,Newcastle United,Manchester City,Nigel de Jong,Samir Nasri,61,
37,Newcastle United,Manchester City,Edin Džeko,Carlos Tevez,70,
37,Newcastle United,Manchester City,Shola Ameobi,Hatem Ben Arfa,74,
37,Newcastle United,Manchester City,Shane Ferguson,James Perch,74,
37,Newcastle United,Manchester City,Ryan Taylor,Cheick Tioté,82,
37,Newcastle United,Manchester City,Micah Richards,David Silva,86,
37,Queens Park Rangers,Stoke City,Ryan Shotton,Marc Wilson,46,
37,Queens Park Rangers,Stoke City,Djibril Cissé,Ákos Buzsáky,50,
37,Queens Park Rangers,Stoke City,Kenwyne Jones,Cameron Jerome,78,
37,Queens Park Rangers,Stoke City,Dean Whitehead,Ricardo Fuller,78,
37,Queens Park Rangers,Stoke City,Jay Bothroyd,Bobby Zamora,81,
37,Queens Park Rangers,Stoke City,Shaun Wright-Phillips,Shaun Derry,81,
37,Wolverhampton Wanderers,Everton,George Elokobi,Christophe Berra,54,
37,Wolverhampton Wanderers,Everton,Denis Stracqualursi,James McFadden,58,
37,Wolverhampton Wanderers,Everton,Sylvain Ebanks-Blake,Steven Fletcher,60,
37,Wolverhampton Wanderers,Everton,Magaye Gueye,Tim Cahill,68,
37,Wolverhampton Wanderers,Everton,Anthony Forde,Michael Kightly,71,
38,Chelsea,Blackburn Rovers,Paulo Ferreira,Florent Malouda,43,
38,Chelsea,Blackburn Rovers,Josh Morris,Mauro Formica,46,
38,Chelsea,Blackburn Rovers,Didier Drogba,Romelu Lukaku,54,
38,Chelsea,Blackburn Rovers,Fernando Torres,Sam Hutchinson,69,
38,Chelsea,Blackburn Rovers,Rubén Rochina,Morten Gamst Pedersen,70,
38,Chelsea,Blackburn Rovers,David Goodwillie,Yakubu,75,
38,Everton,Newcastle United,Ryan Taylor,Davide Santon,46,
38,Everton,Newcastle United,Sylvain Marveaux,James Perch,46,
38,Everton,Newcastle United,Sylvain Distin,Johnny Heitinga,70,
38,Everton,Newcastle United,Tim Cahill,Philip Neville,74,
